year,price,mileage,tax,mpg,engineSize,trns_Manual,trns_Semi-Auto,fuel_Hybrid,fuel_Petrol
2017,16498,2022,145,60.1,1.0,False,True,False,True
2019,20998,1596,145,49.6,1.6,True,False,False,False
2015,17698,37986,160,50.4,2.0,False,True,False,False
2020,31498,183,145,39.2,2.0,True,False,False,True
2017,13998,27496,150,56.5,1.4,False,True,False,True
2019,49990,31,145,33.2,3.0,False,True,False,False
2017,16990,21984,145,51.4,1.4,True,False,False,True
2018,37990,16022,145,34.0,3.0,False,True,False,True
2018,54950,13896,145,32.1,2.9,False,True,False,True
2017,21583,46066,145,40.4,2.0,False,True,False,True
2019,21490,6874,145,42.2,1.5,False,True,False,True
2019,22997,5000,145,52.3,1.6,False,True,False,False
2015,10716,34616,0,80.7,1.6,True,False,False,False
2019,17691,12666,145,51.4,1.6,True,False,False,False
2019,20933,10809,145,51.4,2.0,False,True,False,False
2019,25990,2459,145,39.8,2.0,False,True,False,True
2019,29290,1822,145,39.8,2.0,False,True,False,True
2019,27491,5000,145,39.8,2.0,False,False,False,True
2019,26978,10778,145,47.1,2.0,False,True,False,False
2019,26990,11479,145,39.8,2.0,False,True,False,True
2019,30490,6500,145,38.2,2.0,False,True,False,False
2019,44636,38,145,33.2,3.0,False,True,False,False
2015,22950,35000,20,67.3,2.0,True,False,False,False
2020,52500,2000,145,50.4,2.0,False,True,False,False
2016,17950,58000,20,70.6,1.6,True,False,False,False
2019,34950,5800,145,39.2,2.0,True,False,False,True
2015,19998,30649,200,47.1,2.0,False,True,False,False
2017,17498,21225,125,51.4,1.4,True,False,False,True
2015,24998,29820,235,42.8,3.0,False,True,False,False
2016,10998,41014,125,53.3,1.4,True,False,False,True
2016,16950,67000,0,74.3,1.6,True,False,False,False
2018,48950,19500,145,39.8,3.0,False,True,False,False
2017,22440,31185,200,47.9,2.0,True,False,False,False
2017,15995,28987,30,57.6,1.4,True,False,False,True
2017,11895,30899,145,62.8,1.0,True,False,False,True
2013,14750,63153,200,47.9,2.0,True,False,False,False
2018,19000,11450,145,51.4,1.4,True,False,False,True
2017,20495,24423,150,52.3,1.4,False,True,False,True
2020,34990,50,145,50.4,2.0,False,True,False,False
2019,21644,8000,145,49.6,1.6,True,False,False,False
2020,26990,5000,145,42.2,1.5,False,True,False,True
2019,59990,5000,145,32.8,3.0,False,True,False,False
2019,27858,5000,145,39.8,2.0,False,True,False,True
2019,27990,50,145,39.8,2.0,False,True,False,True
2019,27990,6000,145,48.7,2.0,False,True,False,False
2018,23490,11551,150,61.4,2.0,False,True,False,False
2015,12490,52357,125,60.1,2.0,False,True,False,False
2019,20991,10577,145,51.4,2.0,False,True,False,False
2016,17490,29955,150,48.7,2.0,True,False,False,True
2016,18890,42555,205,47.9,2.0,True,False,False,False
2019,20790,8345,145,47.9,1.6,True,False,False,False
2017,21390,20122,145,57.7,2.0,False,True,False,False
2017,36230,17503,145,34.0,3.0,False,True,False,True
2017,47490,21375,145,39.2,4.0,False,True,False,False
2019,34583,6051,145,38.2,2.0,False,True,False,False
2016,47992,28639,325,29.4,4.0,False,True,False,True
2016,13990,53340,30,53.3,2.0,False,True,False,True
2016,16710,69030,145,56.5,2.0,False,True,False,False
2015,9998,27890,0,74.3,1.6,True,False,False,False
2013,8998,53529,125,52.3,1.4,True,False,False,True
2015,11998,12277,0,76.3,1.6,False,True,False,False
2019,31998,250,150,33.2,2.0,False,True,False,True
2019,31998,65,150,33.2,2.0,False,True,False,True
2016,17870,42334,125,57.6,2.0,False,True,False,False
2018,24477,26388,150,40.4,2.0,False,True,False,True
2017,18101,22309,150,51.4,1.4,True,False,False,True
2016,18243,46331,150,55.4,2.0,False,True,False,False
2017,19690,29887,205,47.9,2.0,True,False,False,False
2018,15290,21633,150,47.9,1.0,True,False,False,True
2019,29490,355,150,34.9,2.0,False,True,False,True
2016,16298,43014,125,57.6,2.0,False,True,False,False
2017,19998,15449,145,49.6,1.4,True,False,False,True
2016,11000,23707,30,55.4,1.4,True,False,False,True
2016,11679,44696,20,70.6,1.6,False,True,False,False
2017,14399,25168,30,55.4,1.4,True,False,False,True
2016,19690,30499,165,43.5,2.0,False,True,False,True
2019,32390,14600,150,37.2,1.5,False,True,False,True
2015,16490,18776,150,55.4,2.0,False,True,False,False
2015,15998,24120,20,70.6,1.6,False,True,False,False
2016,11698,24015,0,67.3,1.0,True,False,False,True
2018,18998,9118,145,58.9,1.4,True,False,False,True
2019,30998,19,145,33.2,2.0,False,True,False,True
2019,34998,21,145,32.1,2.0,False,True,False,True
2019,34998,19,150,32.1,2.0,False,True,False,True
2018,20977,10045,145,42.2,1.5,True,False,False,True
2016,10920,24800,0,67.3,1.0,True,False,False,True
2016,11899,46783,20,67.3,2.0,True,False,False,False
2017,11201,17425,145,67.3,1.0,True,False,False,True
2017,17995,40133,145,62.8,2.0,True,False,False,False
2017,17985,27691,150,55.4,1.5,True,False,False,True
2017,21985,11126,145,57.7,2.0,False,True,False,False
2016,17798,26054,30,56.5,1.4,False,True,False,True
2016,17798,19118,235,39.8,2.0,True,False,False,True
2017,25498,16078,145,40.4,2.0,False,True,False,True
2017,17998,19349,30,60.1,1.4,True,False,False,True
2018,19998,13268,145,51.4,1.4,True,False,False,True
2019,21990,5445,150,47.9,1.6,False,True,False,False
2018,19690,12554,150,53.3,1.0,True,False,False,True
2019,23269,5665,150,52.3,1.6,False,True,False,False
2020,27490,4554,150,42.2,1.5,False,True,False,True
2020,28990,5445,150,42.2,1.5,False,True,False,True
2020,28990,5665,150,42.2,1.5,False,True,False,True
2015,9399,51445,0,80.7,1.6,True,False,False,False
2013,12640,46022,30,60.1,2.0,True,False,False,False
2016,12270,55885,0,74.3,2.0,True,False,False,False
2017,20298,12122,150,55.4,2.0,False,True,False,False
2016,17298,32155,150,49.6,1.4,True,False,False,True
2016,14798,32879,0,74.3,2.0,True,False,False,False
2019,31998,21,145,33.2,2.0,False,True,False,True
2014,12898,43012,150,55.4,2.0,True,False,False,False
2016,16898,15274,150,47.9,1.4,False,True,False,True
2018,17498,21941,145,64.2,1.6,True,False,False,False
2014,9198,60667,30,65.7,2.0,True,False,False,False
2016,19498,16922,30,65.7,2.0,False,True,False,False
2016,20498,33657,200,47.1,2.0,False,True,False,False
2016,16998,39333,20,64.2,2.0,False,True,False,False
2017,19790,43442,145,61.4,2.0,False,True,False,False
2015,14640,60889,160,50.4,2.0,False,False,False,False
2016,13180,14722,20,72.4,1.6,True,False,False,False
2015,13923,38146,30,57.6,1.4,True,False,False,True
2016,16420,52576,30,61.4,2.0,True,False,False,False
2017,15700,17789,145,52.3,1.4,True,False,False,True
2018,17990,40442,145,68.9,2.0,True,False,False,False
2015,14998,54654,145,55.4,2.0,True,False,False,False
2016,11998,20527,0,67.3,1.0,True,False,False,True
2017,16498,31362,145,64.2,1.6,True,False,False,False
2019,34998,85,145,32.1,2.0,False,True,False,True
2016,27998,56971,235,42.2,3.0,False,True,False,False
2017,18998,19588,30,56.5,1.4,False,True,False,True
2017,19498,14413,145,56.5,1.5,False,True,False,True
2018,17498,17288,145,52.3,1.4,True,False,False,True
2017,23798,20969,145,40.4,2.0,False,True,False,True
2016,16498,26765,150,54.3,2.0,True,False,False,False
2018,27390,10223,150,36.7,3.0,False,True,False,True
2018,37495,19443,145,34.0,3.0,False,True,False,True
2017,20890,14703,150,52.3,1.4,False,True,False,True
2017,16380,38331,20,68.9,2.0,True,False,False,False
2015,14640,39255,145,47.9,2.0,True,False,False,True
2018,24980,10147,145,62.8,2.0,False,True,False,False
2016,16790,39697,145,49.6,1.4,True,False,False,True
2016,13498,78545,20,67.3,2.0,False,True,False,False
2018,19998,17204,145,51.4,1.4,True,False,False,True
2015,15998,23065,145,47.9,2.0,True,False,False,True
2018,18298,23319,145,51.4,1.4,True,False,False,True
2018,18298,15529,145,50.4,1.4,True,False,False,True
2018,17798,10730,145,51.4,1.4,False,True,False,True
2014,8280,81457,0,74.3,1.6,True,False,False,False
2013,9250,67691,145,53.3,2.0,True,False,False,False
2013,10210,36219,145,49.6,1.8,True,False,False,True
2016,19291,19122,145,52.3,2.0,True,False,False,False
2016,17950,31661,125,58.9,2.0,False,True,False,False
2016,9250,61306,0,80.7,1.6,True,False,False,False
2016,10000,75308,20,68.9,2.0,True,False,False,False
2016,18620,30647,145,51.4,2.0,False,True,False,False
2015,8999,85782,30,64.2,2.0,True,False,False,False
2015,8000,92760,0,80.7,1.6,True,False,False,False
2016,11000,73722,0,72.4,2.0,False,True,False,False
2015,8000,91567,20,70.6,1.6,True,False,False,False
2013,11850,81171,125,58.9,2.0,True,False,False,False
2016,8600,90818,0,83.1,1.6,True,False,False,False
2017,17490,14000,145,47.1,1.8,True,False,False,True
2015,8390,54000,0,80.7,1.6,True,False,False,False
2013,11190,60000,150,54.3,2.0,True,False,False,False
2014,11690,33000,30,57.6,1.2,True,False,False,True
2017,16250,38500,145,47.9,1.4,False,True,False,True
2014,23400,39210,555,26.9,4.2,False,True,False,True
2017,14995,21796,30,56.5,1.4,True,False,False,True
2016,16995,34396,145,52.3,2.0,True,False,False,False
2016,16950,36211,20,64.2,2.0,False,True,False,False
2017,20150,45465,145,62.8,2.0,False,True,False,False
2015,14730,42255,235,39.8,2.0,True,False,False,True
2016,19000,15110,145,47.9,1.4,False,True,False,True
2015,19999,52891,205,47.9,3.0,False,True,False,False
2016,12500,36385,125,53.3,1.4,True,False,False,True
2015,13500,37231,30,56.5,1.4,False,True,False,True
2016,18350,30647,145,51.4,2.0,False,True,False,False
2015,8950,62710,0,74.3,1.6,True,False,False,False
2016,16750,41847,165,44.1,1.8,False,True,False,True
2015,17000,43740,145,47.9,1.4,False,True,False,True
2015,12500,49548,20,60.1,1.4,False,True,False,True
2016,16000,29112,0,74.3,2.0,True,False,False,False
2016,18000,24602,145,52.3,2.0,True,False,False,False
2015,16250,40402,145,47.1,1.8,True,False,False,True
2015,10950,48299,30,57.6,1.4,True,False,False,True
2016,11000,29328,0,67.3,1.0,True,False,False,True
2015,14498,24848,125,58.9,2.0,False,True,False,False
2018,19298,11349,145,47.9,1.6,True,False,False,False
2018,18998,12186,145,60.1,1.0,True,False,False,True
2016,13995,56615,20,70.6,2.0,False,True,False,False
2014,13491,52419,30,64.2,2.0,False,True,False,False
2016,16995,61260,160,50.4,2.0,False,True,False,False
2014,11495,39585,30,57.6,1.4,False,True,False,True
2016,11495,21000,0,74.3,1.6,True,False,False,False
2016,15495,15541,30,61.4,2.0,True,False,False,False
2016,16250,29841,125,60.1,2.0,True,False,False,False
2014,14795,52595,150,53.3,2.0,False,True,False,False
2016,18495,25000,125,57.6,2.0,True,False,False,False
2016,17650,31292,145,53.3,2.0,True,False,False,False
2015,14791,49652,150,54.3,2.0,False,True,False,False
2016,19999,15016,30,61.4,2.0,False,True,False,False
2015,19499,54174,205,47.9,3.0,False,True,False,False
2017,11000,18988,145,67.3,1.0,True,False,False,True
2014,13990,55735,160,49.6,2.0,True,False,False,False
2017,19152,25000,150,49.6,1.4,True,False,False,True
2015,16842,31208,150,47.9,2.0,True,False,False,True
2017,19295,20647,145,50.4,1.4,True,False,False,True
2019,21030,1342,145,47.9,1.6,False,False,False,False
2014,12240,65555,125,60.1,2.0,False,True,False,False
2014,13299,24003,30,54.3,1.4,True,False,False,True
2015,13480,45427,125,52.3,1.4,True,False,False,True
2016,15498,38908,145,47.1,1.8,True,False,False,True
2019,34498,21,145,32.1,2.0,False,True,False,True
2014,12995,42000,165,44.1,1.8,False,True,False,True
2015,11295,44500,0,80.7,1.6,True,False,False,False
2020,27495,2000,150,43.5,1.5,False,True,False,True
2020,21995,5000,145,56.5,2.0,True,False,False,False
2020,43995,4000,145,40.9,3.0,False,True,False,False
2018,23995,13500,145,64.2,2.0,True,False,False,False
2016,20499,27616,200,47.1,2.0,False,False,False,False
2014,8895,50262,0,74.3,1.6,True,False,False,False
2015,11484,45070,30,55.4,1.4,True,False,False,True
2016,20560,26860,160,44.1,2.0,False,True,False,True
2016,10260,47779,30,55.4,1.4,True,False,False,True
2015,10930,41683,20,58.9,1.4,True,False,False,True
2015,16680,39251,145,56.5,2.0,False,False,False,False
2017,19991,19001,150,57.7,2.0,False,True,False,False
2013,11491,59000,30,56.5,1.4,False,True,False,True
2016,18891,28931,205,47.9,2.0,False,True,False,False
2014,7951,53291,0,74.3,1.6,True,False,False,False
2017,20999,20949,200,40.4,2.0,True,False,False,True
2015,12750,78962,125,60.1,2.0,True,False,False,False
2017,18990,41215,30,67.3,2.0,False,True,False,False
2016,9950,24396,0,67.3,1.0,True,False,False,True
2014,15995,24000,265,36.7,2.0,False,True,False,True
2016,28795,42000,240,42.8,3.0,False,True,False,False
2015,19495,52000,205,47.1,2.0,False,True,False,False
2020,36995,2000,150,45.6,2.0,False,True,False,False
2017,19995,54000,150,67.3,2.0,False,True,False,False
2017,19995,17800,150,54.3,1.5,True,False,False,True
2018,21995,43000,150,53.3,2.0,False,True,False,False
2017,10995,45000,0,76.3,1.6,True,False,False,False
2020,25995,7000,150,40.9,1.5,True,False,False,True
2015,17250,21350,160,49.6,2.0,True,False,False,False
2015,12400,18200,0,80.7,1.6,True,False,False,False
2015,17900,40785,205,47.9,2.0,True,False,False,False
2016,22295,32300,200,47.1,2.0,False,True,False,False
2017,21195,32000,145,61.4,2.0,False,True,False,False
2020,32995,3000,145,47.1,2.0,False,True,False,False
2020,32995,2000,145,48.7,2.0,False,True,False,False
2017,14995,11500,145,57.6,1.4,False,True,False,True
2017,12495,26500,145,55.4,1.4,True,False,False,True
2019,21995,10544,145,42.8,1.5,False,True,False,True
2017,49995,39300,150,39.2,4.0,False,True,False,False
2017,19995,29000,150,49.6,1.4,True,False,False,True
2014,10995,42450,20,60.1,1.4,True,False,False,True
2016,12832,64278,30,65.7,2.0,True,False,False,False
2018,18370,30963,145,68.9,2.0,True,False,False,False
2014,10995,48500,125,58.9,2.0,False,True,False,False
2017,14995,15000,30,56.5,1.4,True,False,False,True
2013,13495,40000,165,49.6,2.0,True,False,False,False
2015,17750,32000,150,52.3,2.0,True,False,False,False
2016,16750,50764,30,61.4,2.0,True,False,False,False
2017,15141,8391,20,60.1,1.0,True,False,False,True
2014,15547,44735,235,37.7,2.0,True,False,False,True
2017,16495,16000,30,61.4,2.0,True,False,False,False
2019,21995,4000,145,42.8,1.5,False,True,False,True
2019,43995,7500,145,37.7,3.0,False,False,False,False
2019,19995,5000,145,49.6,1.6,True,False,False,False
2020,36995,2000,145,32.1,2.0,False,True,False,True
2020,26995,4000,145,42.2,2.0,True,False,False,True
2018,21499,4012,150,42.2,1.5,True,False,False,True
2014,13750,24914,20,60.1,1.4,False,True,False,True
2015,10800,55369,0,80.7,1.6,True,False,False,False
2015,11750,30826,30,55.4,1.4,True,False,False,True
2016,21990,26824,200,40.4,2.0,False,True,False,True
2019,24990,12126,150,49.6,2.0,False,True,False,False
2015,15995,23514,240,39.8,2.0,True,False,False,True
2016,16230,52246,30,58.9,2.0,True,False,False,False
2015,9580,44141,30,57.6,1.4,True,False,False,True
2014,12995,53000,200,47.9,2.0,False,True,False,False
2020,32995,2000,145,49.6,2.0,False,True,False,False
2020,32495,2000,145,39.2,2.0,False,True,False,True
2020,26995,2000,145,41.5,2.0,True,False,False,True
2020,29995,4000,145,38.2,2.0,True,False,False,True
2020,32995,2000,145,38.2,2.0,False,True,False,True
2020,31995,1000,145,40.9,2.0,False,True,False,True
2019,21495,5000,145,49.6,1.6,True,False,False,False
2019,19495,5000,145,49.6,1.6,True,False,False,False
2019,27495,6000,145,42.8,2.0,True,False,False,False
2019,51995,6000,145,33.2,3.0,False,True,False,False
2013,12695,40000,200,47.9,2.0,False,True,False,False
2019,26995,5100,145,38.2,2.0,False,True,False,True
2016,32495,30600,200,47.9,3.0,False,True,False,False
2017,24395,13200,145,40.4,2.0,False,True,False,True
2019,21395,5800,145,47.9,1.6,True,False,False,False
2019,25995,8300,145,48.7,2.0,False,True,False,False
2019,19495,4000,145,47.1,1.0,True,False,False,True
2016,20495,38000,200,47.1,2.0,False,True,False,False
2018,19995,38000,145,61.4,2.0,True,False,False,False
2018,14995,34000,145,55.4,1.4,True,False,False,True
2014,13750,24900,20,60.1,1.4,False,True,False,True
2019,28795,5000,145,54.3,2.0,False,True,False,False
2019,28795,5000,145,42.2,2.0,False,True,False,True
2015,26795,49000,300,34.9,2.5,False,True,False,True
2019,26695,5000,145,51.4,2.0,False,True,False,False
2017,15995,12000,145,58.9,1.4,True,False,False,True
2019,25995,7200,145,40.4,2.0,False,True,False,True
2019,25495,6500,145,39.2,1.5,True,False,False,True
2017,20750,15709,125,52.3,1.4,False,True,False,True
2016,17990,51756,200,47.1,2.0,False,False,False,False
2016,13910,67840,30,64.2,2.0,True,False,False,False
2018,18195,19517,145,54.3,1.5,True,False,False,True
2017,15540,35452,145,70.6,2.0,False,False,False,False
2016,19000,45332,205,40.4,2.0,False,True,False,True
2016,19490,26906,125,52.3,1.4,False,True,False,True
2016,15800,23631,30,58.9,1.4,True,False,False,True
2016,10765,38731,0,76.3,1.6,True,False,False,False
2015,10965,47000,30,55.4,1.4,True,False,False,True
2016,18998,41313,200,47.1,2.0,False,True,False,False
2019,26295,6500,145,40.4,2.0,False,True,False,True
2016,17495,21500,30,58.9,1.4,True,False,False,True
2017,26995,19650,145,38.7,3.0,False,True,False,True
2016,16995,34000,160,46.3,2.0,True,False,False,True
2016,16995,11000,145,47.1,1.8,True,False,False,True
2017,23995,34000,145,56.5,2.0,False,True,False,False
2019,37995,5000,145,36.2,2.0,False,True,False,True
2016,12995,38000,30,56.5,1.4,True,False,False,True
2017,33995,50000,145,34.0,3.0,False,True,False,True
2020,58495,4000,145,32.5,3.0,False,True,False,False
2020,137995,70,145,21.1,5.2,False,True,False,True
2015,13995,41000,30,61.4,2.0,True,False,False,False
2017,16995,28000,30,54.3,1.4,False,True,False,True
2018,52495,12000,145,32.1,2.9,False,True,False,True
2018,19495,47500,145,64.2,2.0,False,True,False,False
2017,20495,34000,145,61.4,2.0,True,False,False,False
2019,24995,5000,145,40.9,1.5,True,False,False,True
2019,26995,6000,145,47.9,2.0,False,True,False,False
2019,26995,5000,145,39.2,1.5,True,False,False,True
2019,21995,5000,145,47.9,1.6,True,False,False,False
2019,27495,7000,145,49.6,2.0,False,True,False,False
2019,24995,8000,145,38.2,2.0,True,False,False,True
2019,26295,7000,145,48.7,2.0,False,False,False,False
2016,20995,23700,30,61.4,3.0,False,True,False,False
2017,14790,15663,150,56.5,1.4,False,True,False,True
2014,9990,49441,30,62.8,2.0,True,False,False,False
2018,16990,19704,150,58.9,1.5,False,True,False,True
2015,15795,33000,20,60.1,1.4,True,False,False,True
2020,26995,2000,145,43.5,1.5,True,False,False,True
2020,34995,5000,145,47.1,2.0,False,True,False,False
2019,41995,6500,145,37.7,3.0,False,True,False,False
2019,47995,4000,145,35.8,3.0,False,True,False,False
