year,price,mileage,tax,mpg,engineSize,trns_Manual,trns_Semi-Auto,fuel_Hybrid,fuel_Petrol
2019,26970,6315,145,50.4,2.0,False,False,False,False
2014,14970,33178,205,47.9,2.0,False,True,False,False
2019,21470,6191,150,40.9,2.0,False,True,False,True
2019,21470,4977,150,40.9,2.0,False,True,False,True
2019,32970,8275,150,44.8,2.0,False,True,False,False
2019,31470,9683,150,38.2,2.0,False,True,False,False
2019,24970,5415,145,40.4,2.0,False,False,False,True
2016,16970,37730,150,47.1,1.8,True,False,False,True
2019,31470,5089,150,38.2,2.0,False,True,False,False
2014,15470,50100,30,64.2,2.0,False,True,False,False
2020,22970,3515,150,44.8,1.5,False,True,False,True
2017,11470,13500,30,57.6,1.4,True,False,False,True
2019,22470,3399,150,42.2,1.5,False,True,False,True
2019,23970,9588,150,42.2,1.5,False,True,False,True
2019,22270,7341,150,42.2,1.5,False,True,False,True
2019,22470,1124,150,44.8,1.5,False,True,False,True
2019,26450,972,150,48.7,2.0,False,True,False,False
2019,42970,9390,150,33.2,3.0,False,True,False,False
2019,32970,7203,150,55.4,2.0,False,True,False,False
2019,30470,701,150,50.4,2.0,False,True,False,False
2019,30970,14668,145,38.2,2.0,False,True,False,False
2020,26970,7015,145,39.8,2.0,False,True,False,True
2019,32970,1962,145,31.4,2.0,False,True,False,True
2019,27970,12350,145,47.9,2.0,False,True,False,False
2020,21970,5015,150,53.3,1.6,True,False,False,False
2020,22970,3015,150,44.8,1.0,False,True,False,True
2020,28970,2015,150,40.9,2.0,False,True,False,False
2020,29970,5515,150,35.3,2.0,False,True,False,True
2020,28970,3515,150,54.3,3.0,False,True,False,False
2020,32970,2015,150,31.4,2.0,False,True,False,True
2020,29970,1015,150,40.9,1.5,True,False,False,True
2020,31470,4915,150,40.9,2.0,False,True,False,True
2017,17970,14815,150,54.3,1.5,True,False,False,True
2019,41970,5815,145,33.6,3.0,False,False,False,False
2019,31970,4015,145,48.7,2.0,False,False,False,False
2019,23970,5000,145,39.8,2.0,False,False,False,True
2019,32970,5015,145,38.2,2.0,False,False,False,False
2019,26470,3215,145,38.7,2.0,False,False,False,True
2019,23970,5015,145,50.4,2.0,False,False,False,False
2018,37970,7500,145,50.4,3.0,False,True,False,False
2018,53870,12603,145,32.1,3.0,False,True,False,False
2019,55970,5415,145,33.6,3.0,False,True,False,False
2019,36450,5658,150,38.2,3.0,False,True,False,False
2019,62950,9991,150,32.8,3.0,False,True,False,False
2019,22950,3135,150,44.8,1.5,False,True,False,True
2017,29950,30985,160,48.7,3.0,False,True,False,False
2017,20950,28450,145,47.9,1.4,False,True,False,True
2018,28970,21357,150,55.4,2.0,False,True,False,False
2016,29470,28797,240,42.8,3.0,False,True,False,False
2019,34970,8911,145,38.2,2.0,False,True,False,False
2018,22470,19097,145,49.6,1.4,True,False,False,True
2019,42970,100,145,33.6,3.0,False,False,False,False
2020,43970,3700,145,39.2,3.0,False,True,False,False
2018,16970,9515,145,55.4,1.4,True,False,False,True
2019,21970,7815,145,47.9,1.6,True,False,False,False
2019,26970,4515,145,33.2,2.0,False,False,False,True
2019,42470,515,145,37.7,3.0,False,False,False,False
2019,24970,4515,145,40.9,1.5,True,False,False,True
2019,31970,6615,145,47.9,2.0,False,False,False,False
2019,26970,8838,145,48.7,2.0,False,True,False,False
2019,24970,4715,145,40.9,1.5,True,False,False,True
2019,24970,6015,145,40.9,1.5,True,False,False,True
2018,19450,8475,150,52.3,1.4,True,False,False,True
2018,21950,29500,150,47.9,1.4,False,True,False,True
2019,24450,7508,150,42.2,1.5,False,True,False,True
2019,33950,6763,150,34.5,2.0,False,True,False,True
2019,33950,4945,150,36.7,2.0,False,True,False,True
2019,38450,4322,150,32.1,2.0,False,True,False,True
2019,29950,2451,150,32.1,2.0,False,True,False,True
2020,25990,2888,150,44.8,1.5,False,True,False,True
2019,54950,9503,150,32.5,3.0,False,True,False,False
2019,24450,7230,150,41.5,1.5,False,True,False,True
2019,20470,5015,145,49.6,1.6,True,False,False,False
2019,28470,6015,145,47.9,2.0,False,False,False,False
2019,22470,6722,145,39.2,2.0,False,False,False,True
2019,30970,815,145,37.2,2.0,True,False,False,True
2019,26450,2803,145,42.2,1.5,False,True,False,True
2019,22450,8078,145,47.1,1.0,False,True,False,True
2019,27450,1427,145,40.9,1.5,False,True,False,True
2019,22950,2060,145,44.8,1.5,False,True,False,True
2017,20950,22216,150,54.3,1.4,False,True,False,True
2018,34950,10500,150,38.2,3.0,False,True,False,False
2018,36950,2146,150,50.4,3.0,False,True,False,False
2019,22450,6063,150,47.1,1.0,False,True,False,True
2019,32970,5515,145,38.2,2.0,False,False,False,False
2019,30470,11922,145,47.9,2.0,False,False,False,False
2019,29970,2050,145,37.7,2.0,False,False,False,True
2019,28970,14768,145,31.7,2.0,False,True,False,True
2015,14970,28392,30,60.1,2.0,True,False,False,False
2017,19970,26882,145,52.3,2.0,False,True,False,True
2019,22950,1145,145,44.8,1.5,False,True,False,True
2019,22450,3241,150,47.1,1.0,False,True,False,True
2020,24450,1183,150,43.5,1.5,False,True,False,True
2019,26950,1147,150,40.9,1.5,False,True,False,True
2019,24950,5268,145,39.2,2.0,False,False,False,True
2017,18950,19638,150,52.3,1.4,True,False,False,True
2019,23950,6857,145,51.4,1.6,True,False,False,False
2020,24450,1870,145,44.8,1.0,False,True,False,True
2017,20450,31608,145,47.9,1.4,False,True,False,True
2016,25950,25574,235,37.7,2.0,False,True,False,True
2019,32950,1844,145,31.7,2.0,False,True,False,True
2019,48450,1916,145,32.8,3.0,False,True,False,False
2019,30650,250,145,40.4,2.0,False,False,False,True
2019,27950,2777,145,40.9,2.0,False,False,False,True
2018,23450,10767,145,42.8,2.0,False,True,False,True
2016,19950,25111,145,51.4,2.0,False,True,False,False
2019,19950,2888,145,51.4,1.6,True,False,False,False
2019,52450,4741,145,33.2,3.0,False,False,False,False
2017,37950,30000,145,34.0,3.0,False,True,False,True
2019,30950,5572,145,31.7,2.0,False,True,False,True
2019,22450,10217,145,42.2,1.5,False,True,False,True
2019,33450,4460,145,34.5,2.0,False,True,False,True
2019,49950,6125,145,33.2,3.0,False,False,False,False
2015,19950,30851,200,42.8,2.0,False,True,False,True
2019,27950,4155,145,33.2,2.0,False,False,False,True
2019,29790,2611,145,33.2,2.0,False,True,False,True
2019,36990,6502,145,38.2,2.0,False,True,False,False
2019,36490,4500,145,38.2,2.0,False,True,False,False
2019,29950,5122,145,37.2,2.0,True,False,False,True
2019,27950,3584,145,49.6,2.0,False,False,False,False
2019,42950,6935,145,33.6,3.0,False,True,False,False
2019,47950,4507,145,34.5,3.0,False,False,False,False
2018,35950,20672,145,50.4,3.0,False,True,False,False
2019,28950,2866,145,39.8,2.0,False,True,False,True
2019,58450,8450,145,33.6,3.0,False,True,False,False
2019,26990,2085,145,38.2,2.0,False,True,False,True
2016,23745,22405,145,53.3,3.0,False,True,False,False
2018,21745,21177,145,52.3,1.4,False,True,False,True
2018,26790,19035,145,56.5,2.0,False,True,False,False
2019,36990,5695,145,34.0,2.0,False,True,False,True
2018,19750,18557,145,50.4,1.4,False,True,False,True
2016,17945,36910,125,49.6,2.0,False,True,False,True
2019,22950,1938,145,47.1,1.0,False,True,False,True
2019,22950,6745,145,47.1,1.0,False,True,False,True
2019,30950,9330,145,47.9,2.0,False,True,False,False
2019,32950,2308,145,34.5,2.0,False,True,False,True
2017,14750,38650,20,60.1,1.0,True,False,False,True
2016,16900,54114,125,57.6,2.0,False,True,False,False
2017,19900,16755,145,52.3,1.4,True,False,False,True
2017,25495,33916,150,40.9,2.0,False,True,False,True
2016,15950,35000,20,70.6,2.0,False,True,False,False
2020,25950,2888,150,44.8,1.5,False,True,False,True
2020,36950,2888,150,39.2,1.5,False,True,False,True
2020,24950,2888,150,44.8,1.5,False,True,False,True
2017,20950,8500,150,54.3,1.4,False,True,False,True
2015,19950,27685,165,43.5,2.0,False,True,False,True
2016,14695,17856,20,60.1,1.4,True,False,False,True
2019,25950,4900,145,43.5,1.5,False,True,False,True
2019,28950,8679,145,34.9,2.0,False,True,False,True
2018,22950,8226,145,56.5,1.5,False,True,False,True
2017,46950,36813,300,39.2,4.0,False,False,False,False
2020,42900,2000,145,39.8,3.0,False,True,False,False
2019,32750,3596,145,50.4,2.0,False,True,False,False
2017,49900,26979,145,39.2,4.0,False,False,False,False
2018,56900,5330,145,39.2,4.0,False,True,False,False
2019,30900,7329,145,39.2,2.0,False,False,False,False
2019,31500,8850,145,44.1,2.0,False,False,False,False
2019,25900,2581,145,39.2,2.0,False,True,False,True
2020,26500,1500,145,55.4,2.0,True,False,False,False
2020,26500,1500,145,42.2,1.5,False,True,False,True
2020,56900,1500,145,33.2,3.0,False,True,False,False
2019,36950,9121,145,34.9,2.0,True,False,False,True
2019,25750,3861,145,41.5,1.5,False,True,False,True
2016,20200,40674,125,61.4,3.0,False,False,False,False
2018,37900,6098,145,50.4,3.0,False,True,False,False
2018,19900,9058,145,62.8,2.0,False,True,False,False
2019,28900,150,145,53.3,2.0,False,True,False,False
2020,48750,4564,145,34.5,3.0,False,True,False,False
2017,16900,39424,145,55.4,1.0,True,False,False,True
2019,31500,7500,145,47.9,2.0,False,False,False,False
2019,35750,4000,145,32.1,2.0,False,False,False,True
2019,21750,4909,145,51.4,1.6,True,False,False,False
2019,30750,6500,145,34.9,2.0,False,True,False,True
2020,29750,1501,145,42.8,2.0,True,False,False,False
2019,32500,5808,145,39.2,2.0,False,True,False,False
2020,26500,1553,145,40.9,1.5,True,False,False,True
2020,38750,2000,145,38.2,2.0,False,True,False,False
2020,43900,500,135,117.7,2.0,False,True,True,False
2018,20495,30008,145,48.7,1.4,True,False,False,True
2016,13995,37350,20,60.1,1.4,True,False,False,True
2016,14500,27209,30,56.5,1.2,True,False,False,True
2016,14250,35080,0,74.3,2.0,True,False,False,False
2015,15900,58386,200,40.4,2.0,True,False,False,True
2019,26450,2888,145,40.9,1.5,True,False,False,True
2019,21900,6012,145,51.4,1.6,True,False,False,False
2016,17352,41206,125,57.6,2.0,False,True,False,False
2016,13551,65375,30,70.6,1.4,False,True,False,True
2017,23981,24472,150,43.5,2.0,False,True,False,True
2019,21900,6000,145,51.4,2.0,False,False,False,False
2020,29950,2888,145,40.4,2.0,False,True,False,True
2019,29950,2888,145,39.8,2.0,False,True,False,True
2019,27950,2888,145,40.4,2.0,False,True,False,True
2019,41950,16000,145,33.6,3.0,False,False,False,False
2017,16450,21400,145,60.1,1.0,True,False,False,True
2017,51950,19980,145,29.4,4.0,False,False,False,True
2019,31100,5401,145,39.2,2.0,False,True,False,False
2019,27900,9076,145,45.6,2.0,False,False,False,False
2019,26250,7601,145,37.7,2.0,True,False,False,True
2019,25250,12236,145,39.8,1.5,True,False,False,True
2019,22750,4797,145,39.2,2.0,False,False,False,True
2019,19900,11286,145,42.8,1.5,True,False,False,True
2019,32900,8012,145,45.6,2.0,False,False,False,False
2019,24900,6647,145,46.3,2.0,False,False,False,False
2016,13295,42203,20,60.1,1.4,False,True,False,True
2019,39900,26,145,32.1,2.0,False,False,False,True
2019,24250,4601,145,51.4,2.0,False,False,False,False
2019,26750,2200,145,39.8,1.5,True,False,False,True
2019,28595,1793,145,40.9,2.0,True,False,False,False
2019,31750,9756,145,45.6,2.0,False,False,False,False
2019,35900,4896,145,50.4,2.0,False,False,False,False
2016,15945,27306,125,61.4,2.0,False,True,False,False
2017,27895,28241,145,38.2,3.0,False,True,False,True
2016,19445,27272,200,42.8,1.8,False,True,False,True
2019,29900,5485,145,35.8,2.0,False,False,False,True
2019,25895,9391,145,39.8,2.0,False,True,False,True
2019,24990,14850,145,39.8,2.0,False,True,False,True
2017,21495,16583,145,48.7,2.0,False,True,False,True
2018,21395,11548,145,50.4,2.0,False,True,False,True
2018,33795,5092,145,40.4,2.0,False,True,False,True
2019,35295,3249,145,32.1,2.0,False,True,False,True
2019,28795,12464,145,34.9,2.0,False,True,False,True
2018,23295,7943,145,42.8,2.0,False,True,False,True
2017,24895,30085,145,38.7,3.0,False,False,False,True
2016,20445,22855,125,57.6,2.0,False,True,False,False
2019,31490,7601,145,38.2,2.0,False,True,False,False
2019,21690,7836,145,42.2,1.5,False,True,False,True
2019,21495,9021,150,40.9,2.0,False,True,False,True
2019,21495,6501,150,40.9,2.0,False,True,False,True
2018,29850,26974,145,40.4,2.0,False,True,False,True
2019,36845,3143,145,32.1,2.0,False,True,False,True
2019,37440,4888,145,32.1,2.0,False,True,False,True
2017,29745,14794,145,40.4,2.0,False,True,False,True
2019,36450,9598,145,32.1,2.0,False,True,False,True
2018,26945,21248,145,55.4,2.0,False,True,False,False
2019,34990,3000,145,32.1,2.0,False,False,False,True
2019,35245,7533,145,32.1,2.0,False,True,False,True
2019,28895,4000,145,47.1,2.0,False,False,False,False
2017,13400,22653,145,64.2,1.0,False,True,False,True
2019,44450,6000,145,36.2,2.0,False,True,False,False
2016,34750,16828,200,47.9,3.0,False,False,False,False
2019,30990,4799,145,34.9,2.0,False,True,False,True
2019,32790,84,145,38.2,2.0,False,True,False,False
2019,22490,1954,145,44.8,1.5,False,True,False,True
2019,32750,3669,145,32.1,2.0,False,True,False,True
2015,19400,37236,160,44.1,2.0,False,True,False,True
2017,26450,25100,145,43.5,2.0,False,True,False,True
2018,25950,27431,145,52.3,3.0,False,True,False,False
2019,30750,10301,145,39.2,2.0,False,False,False,False
2019,30750,10566,145,39.2,2.0,False,False,False,False
2018,19895,29535,145,49.6,1.8,False,True,False,True
2018,26295,18818,145,56.5,2.0,False,True,False,False
2018,19495,15061,145,51.4,1.4,False,True,False,True
2020,32495,7500,135,141.3,1.4,False,True,True,False
2019,26695,5295,145,39.8,1.5,False,True,False,True
2020,109495,1500,150,22.1,4.0,False,True,False,True
2016,11991,22750,0,67.3,1.0,True,False,False,True
2019,19795,6000,145,52.3,1.6,False,False,False,False
2019,32195,4500,145,37.2,2.0,False,False,False,True
2019,26895,4000,145,42.8,2.0,True,False,False,False
2019,31295,4000,145,37.7,2.0,False,False,False,True
2019,30495,6500,145,47.9,2.0,False,False,False,False
2017,18450,21055,30,56.5,1.4,False,True,False,True
2019,44990,8293,150,32.8,3.0,False,True,False,False
2019,32690,2893,150,34.9,2.0,False,True,False,True
2020,33450,310,150,33.2,2.0,False,True,False,True
2019,59450,4500,145,30.1,2.9,False,True,False,True
2019,46450,2000,145,39.2,3.0,False,False,False,False
2020,31495,2500,145,50.4,2.0,False,False,False,False
2019,25900,11001,145,47.9,2.0,False,False,False,False
2019,21150,9508,145,53.3,1.6,False,False,False,False
2019,22150,6159,145,52.3,1.6,False,True,False,False
2019,25750,5000,145,40.9,1.5,True,False,False,True
2019,29750,9000,145,33.2,2.0,False,False,False,True
2019,23750,5000,145,46.3,1.6,True,False,False,False
2019,22400,9500,145,55.4,2.0,True,False,False,False
2019,31250,5000,145,39.2,2.0,False,False,False,False
2017,16990,8129,145,56.5,1.5,False,True,False,True
2014,10490,18753,20,60.1,1.4,False,True,False,True
2013,7495,87909,125,58.9,2.0,False,True,False,False
2016,16666,56900,145,56.5,2.0,False,True,False,False
2017,14440,7620,150,56.5,1.4,True,False,False,True
2019,24425,8424,150,50.4,2.0,False,True,False,False
2017,20445,12079,150,54.3,1.4,False,True,False,True
2017,21945,16669,150,47.9,2.0,False,True,False,True
2017,25950,32585,240,38.7,3.0,False,True,False,True
2016,20950,28454,150,51.4,2.0,False,True,False,False
2020,48850,705,145,34.5,3.0,False,True,False,False
2019,26990,4105,145,48.7,2.0,False,True,False,False
2019,31990,4740,145,32.1,2.0,False,True,False,True
2019,28445,14385,145,31.7,2.0,False,False,False,True
2020,35895,3000,145,47.1,2.0,False,False,False,False
2020,53900,4000,145,33.2,3.0,False,True,False,False
2020,41900,4200,145,40.9,3.0,False,True,False,False
2020,48895,1000,145,34.5,3.0,False,False,False,False
2020,23795,1000,145,44.8,1.5,False,True,False,True
2020,61795,1500,145,32.8,3.0,False,True,False,False
2020,25895,1500,145,44.1,1.0,False,False,False,True
2017,12650,69000,20,70.6,2.0,True,False,False,False
2017,19495,31078,145,52.3,1.4,False,True,False,True
2018,13995,11799,150,47.9,1.0,True,False,False,True
2014,14995,25440,150,45.6,1.4,False,True,False,True
2016,15500,28585,125,56.5,2.0,True,False,False,False
2017,21888,18203,150,53.3,2.0,False,True,False,False
2017,21444,10091,150,47.9,1.4,False,True,False,True
2017,18444,39913,150,47.9,1.4,False,True,False,True
2015,15888,30431,125,56.5,2.0,False,True,False,False
2016,15800,39967,125,57.6,2.0,True,False,False,False
2015,17950,49363,30,62.8,2.0,True,False,False,False
2018,22888,14569,145,52.3,1.4,False,True,False,True
2019,27000,4000,145,38.7,2.0,False,True,False,True
2019,29745,3000,145,37.2,2.0,True,False,False,True
2019,18940,3000,145,49.6,1.6,True,False,False,False
2019,37295,3000,145,45.6,2.0,False,False,False,False
2019,42800,4000,145,33.6,3.0,False,False,False,False
2019,28000,4000,145,33.2,2.0,False,False,False,True
2019,34450,2812,145,38.2,2.0,False,True,False,False
2017,18244,21916,125,51.4,1.4,True,False,False,True
2017,14380,9362,150,57.6,1.4,False,True,False,True
2017,15990,21675,20,60.1,1.4,True,False,False,True
2016,17888,11150,30,55.4,2.0,False,True,False,True
2019,24991,3708,150,43.5,1.5,True,False,False,True
2015,11995,42000,30,57.6,1.4,True,False,False,True
2014,14495,30000,145,45.6,1.4,False,True,False,True
2016,22995,28000,200,47.1,2.0,False,False,False,False
2015,14995,24000,20,60.1,1.4,True,False,False,True
2014,10895,33000,20,72.4,1.6,False,True,False,False
2016,16490,38000,165,52.3,2.0,False,True,False,False
2015,26995,60457,300,34.9,2.5,False,True,False,True
2017,24780,36354,200,47.1,3.0,False,True,False,False
2017,19460,18254,145,47.9,1.4,False,True,False,True
2019,23444,6780,145,42.2,1.5,False,True,False,True
2019,19990,6989,145,44.8,1.5,True,False,False,True
2017,19888,21178,150,61.4,2.0,True,False,False,False
2016,13888,26000,30,56.5,1.4,False,True,False,True
2017,13766,6829,150,56.5,1.4,True,False,False,True
2018,47895,9641,145,32.5,2.9,False,True,False,True
2017,27495,11000,145,40.9,2.0,False,True,False,True
2016,16895,12512,20,60.1,1.4,True,False,False,True
2016,22495,17550,200,47.1,2.0,False,True,False,False
2016,20888,41581,205,47.1,2.0,False,True,False,False
2018,62790,25062,150,37.2,4.0,False,True,False,False
2019,30444,6498,145,50.4,2.0,False,False,False,False
2020,36888,4186,145,32.1,2.0,False,True,False,True
2020,53990,4394,145,34.5,3.0,False,False,False,False
2016,18888,35496,150,47.9,1.4,False,True,False,True
2017,17888,48201,150,54.3,1.4,False,True,False,True
2019,45450,14687,145,32.8,3.0,False,True,False,False
2017,20450,29530,30,61.4,2.0,False,True,False,False
2017,13195,28502,30,56.5,1.4,True,False,False,True
2019,36900,6000,145,32.1,2.0,False,True,False,True
2017,12970,20661,20,62.8,1.0,True,False,False,True
2019,23788,14721,145,41.5,1.5,False,True,False,True
2019,29990,7805,145,31.7,2.0,False,True,False,True
2020,73495,1500,150,32.8,3.0,False,True,False,False
2016,21795,8325,150,47.9,1.4,False,True,False,True
2014,13495,31650,150,49.6,1.8,True,False,False,True
2019,23690,7594,150,42.2,1.5,False,True,False,True
2019,33790,5799,150,38.2,2.0,False,True,False,False
2017,19495,14417,0,74.3,2.0,True,False,False,False
2017,15495,12033,20,60.1,1.0,True,False,False,True
2017,19895,16000,145,50.4,1.4,True,False,False,True
2017,51895,15955,145,39.2,4.0,False,True,False,False
2019,24895,3679,145,38.7,2.0,False,True,False,True
2018,28950,11986,145,36.7,3.0,False,True,False,True
2019,26990,3481,145,39.8,2.0,False,True,False,True
2020,26990,3000,145,44.1,1.5,False,True,False,True
2020,26990,3000,145,39.8,2.0,False,True,False,True
2020,31246,3000,145,40.4,2.0,False,True,False,True
2017,19250,16307,235,39.8,2.0,True,False,False,True
2019,36681,6671,145,38.2,2.0,False,True,False,False
2017,20000,24498,145,55.4,2.0,False,True,False,False
2018,30990,30569,145,50.4,3.0,False,True,False,False
2017,15750,23525,20,60.1,1.4,True,False,False,True
2019,26295,9100,145,46.3,2.0,False,False,False,False
2019,34495,4500,145,45.6,2.0,False,False,False,False
2019,35495,2500,145,38.2,2.0,False,True,False,False
2019,23900,6000,145,52.3,1.6,False,True,False,False
2019,27895,6000,145,33.2,2.0,False,True,False,True
2017,35950,22668,145,47.9,3.0,False,True,False,False
2019,26896,8445,145,39.8,2.0,False,True,False,True
2016,19990,29241,200,42.2,2.0,False,True,False,True
2019,25990,6134,145,51.4,2.0,False,True,False,False
2019,23888,5257,145,46.3,1.6,False,True,False,False
2019,21444,4520,145,51.4,1.6,True,False,False,False
2019,42888,2249,145,33.6,3.0,False,True,False,False
2019,23980,4894,145,50.4,2.0,False,True,False,False
2020,21946,3000,145,51.4,1.6,True,False,False,False
2020,26945,3000,145,39.8,1.5,True,False,False,True
2018,21446,11500,145,49.6,1.4,True,False,False,True
2019,20746,100,145,49.6,1.6,True,False,False,False
2019,19946,100,145,49.6,1.6,True,False,False,False
2017,33946,27000,145,47.9,3.0,False,False,False,False
2019,39945,1000,145,31.4,2.0,False,False,False,True
2019,22990,6128,145,55.4,2.0,True,False,False,False
2019,21990,4100,145,52.3,1.6,False,False,False,False
2019,19560,7052,145,42.8,1.5,True,False,False,True
2019,27761,1626,145,51.4,2.0,False,True,False,False
2017,19250,28368,145,56.5,2.0,True,False,False,False
2017,25444,10255,145,40.4,2.0,False,True,False,True
2016,17750,38812,160,43.5,2.0,False,True,False,True
2019,25444,8445,145,42.8,2.0,True,False,False,False
2019,22990,5310,145,43.5,1.5,False,False,False,True
2020,22990,3311,145,44.8,1.5,False,True,False,True
2020,19250,2004,145,48.7,1.0,True,False,False,True
2016,15990,21577,20,68.9,1.6,True,False,False,False
2018,17650,15957,145,65.7,2.0,True,False,False,False
2017,45690,36537,300,39.2,4.0,False,False,False,False
2019,24444,3140,145,51.4,2.0,False,True,False,False
2019,23237,3188,145,42.2,1.5,False,True,False,True
2017,19500,7251,30,60.1,1.4,True,False,False,True
2019,26999,6129,145,44.8,2.0,False,True,False,False
2017,20000,11966,145,51.4,1.4,True,False,False,True
2015,13375,34343,20,67.3,2.0,True,False,False,False
2017,12525,52286,145,56.5,1.5,True,False,False,True
2017,25750,33249,235,38.7,2.0,True,False,False,True
2018,24825,26693,145,50.4,2.0,False,True,False,True
2017,17250,41293,20,65.7,2.0,True,False,False,False
2019,31425,2500,145,37.7,2.0,False,False,False,True
2020,24888,1500,145,45.6,1.0,True,False,False,True
2019,26888,7419,145,40.9,2.0,True,False,False,False
2019,22888,1366,145,43.5,1.5,True,False,False,True
2019,22990,4576,145,43.5,1.5,False,True,False,True
2019,27000,7481,145,46.3,2.0,False,True,False,False
2016,16990,17230,145,54.3,2.0,True,False,False,False
2018,16990,14682,145,56.5,1.4,False,True,False,True
2016,12875,45258,20,60.1,1.4,True,False,False,True
2017,17600,25974,145,51.4,1.4,True,False,False,True
2018,24475,22929,145,61.4,2.0,False,True,False,False
2018,24675,28041,145,50.4,2.0,False,True,False,True
2017,17175,37424,20,68.9,2.0,True,False,False,False
2017,17875,41672,20,64.2,2.0,False,True,False,False
2018,20800,25208,145,48.7,1.4,True,False,False,True
2017,15950,23581,145,50.4,2.0,True,False,False,True
2017,16200,28692,125,50.4,2.0,True,False,False,True
2018,23950,27601,145,48.7,2.0,True,False,False,True
2018,22400,27953,145,57.6,2.0,False,True,False,False
2018,24475,34733,145,50.4,2.0,False,True,False,True
2017,20700,24247,160,44.8,2.0,False,True,False,True
2017,25650,14883,145,43.5,2.0,False,False,False,True
2017,16725,75882,145,53.3,3.0,False,True,False,False
2017,20500,21253,30,55.4,2.0,False,True,False,True
2018,27525,15892,145,40.4,2.0,False,True,False,True
2017,19175,34251,30,64.2,2.0,True,False,False,False
2017,20275,29163,160,43.5,2.0,False,True,False,True
2019,27450,2500,145,40.4,2.0,False,False,False,True
2019,26450,5950,145,50.4,2.0,False,False,False,False
2017,21946,17266,145,47.9,1.4,False,True,False,True
2019,35490,6255,145,32.1,2.0,False,True,False,True
2019,23946,500,145,44.1,1.0,False,False,False,True
2019,36990,2500,145,38.7,2.0,False,False,False,True
2020,21746,3000,145,44.8,1.0,False,True,False,True
2019,31946,5500,145,34.0,2.0,False,True,False,True
2019,22690,1348,150,42.2,1.5,False,True,False,True
2020,34746,2500,150,50.4,2.0,False,True,False,False
2018,30450,11775,145,37.7,3.0,False,False,False,True
2017,18400,34425,145,70.6,2.0,False,True,False,False
2017,16725,24285,145,52.3,1.4,True,False,False,True
2017,19425,24994,30,57.6,1.4,False,True,False,True
2017,18925,22164,20,68.9,2.0,True,False,False,False
2018,19900,17269,145,51.4,1.4,True,False,False,True
2016,16600,35359,145,53.3,2.0,True,False,False,False
2017,19025,11754,145,51.4,1.4,False,False,False,True
2016,13700,40264,125,52.3,1.4,True,False,False,True
2017,14995,9500,145,55.4,1.4,True,False,False,True
2019,21690,8852,150,42.2,1.5,False,True,False,True
2017,14975,27073,20,60.1,1.4,True,False,False,True
2017,21000,25144,200,42.8,2.0,False,True,False,True
2017,20725,54653,145,56.5,2.0,False,True,False,False
2018,27850,38625,145,54.3,3.0,False,True,False,False
2017,12575,36792,20,61.4,1.4,True,False,False,True
2017,17850,28630,20,68.9,2.0,True,False,False,False
2017,28450,34907,235,43.5,3.0,False,True,False,False
2017,15525,39234,30,65.7,2.0,True,False,False,False
2020,26990,3000,145,39.8,2.0,False,True,False,True
2019,23490,12927,145,42.2,1.5,False,True,False,True
2019,29890,15039,145,31.7,2.0,False,True,False,True
2019,58450,7000,145,33.6,3.0,False,False,False,False
2019,31245,2500,145,37.7,2.0,False,False,False,True
2019,26746,3000,145,47.9,2.0,False,False,False,False
2019,19450,1000,145,49.6,1.6,True,False,False,False
2017,23125,24140,145,61.4,2.0,False,True,False,False
2017,20750,41748,145,65.7,2.0,False,True,False,False
2017,18950,36627,145,64.2,2.0,False,True,False,False
2018,26125,31945,145,54.3,2.0,False,True,False,False
2017,16000,26048,145,72.4,2.0,False,True,False,False
2017,21150,34132,30,62.8,3.0,False,True,False,False
2017,12975,31585,145,60.1,1.0,True,False,False,True
2017,33075,47380,200,47.9,3.0,False,True,False,False
2016,12000,29954,20,60.1,1.0,True,False,False,True
2017,17800,38555,20,70.6,1.6,True,False,False,False
2014,13350,52140,145,56.5,2.0,False,True,False,False
2013,13025,46022,200,47.9,2.0,False,True,False,False
2016,15400,33833,30,62.8,2.0,True,False,False,False
2017,24075,16048,145,43.5,2.0,False,True,False,True
2016,16025,33833,30,64.2,2.0,True,False,False,False
2017,25300,21212,145,40.4,2.0,False,True,False,True
2017,19225,45029,30,65.7,2.0,False,True,False,False
2016,19700,27969,160,50.4,2.0,False,True,False,False
2016,17325,39551,145,52.3,2.0,True,False,False,False
2018,16300,46415,145,51.4,1.4,False,True,False,True
2017,11225,29372,0,67.3,1.0,True,False,False,True
2018,21000,24111,145,67.3,2.0,True,False,False,False
2017,18450,36044,30,64.2,3.0,False,True,False,False
2017,20250,11368,145,51.4,1.4,True,False,False,True
2016,14175,61191,20,68.9,1.6,True,False,False,False
2017,19325,8014,30,56.5,1.4,True,False,False,True
2017,16625,53222,30,61.4,2.0,False,True,False,False
2018,20175,16217,145,51.4,1.4,True,False,False,True
2017,22075,28619,145,53.3,2.0,False,True,False,False
2015,15997,13862,145,53.3,2.0,False,False,False,False
2016,16495,38541,145,49.6,1.4,True,False,False,True
2018,19999,10697,145,54.3,1.5,True,False,False,True
2017,16150,26970,145,52.3,1.4,True,False,False,True
2017,15700,26598,30,58.9,1.4,False,True,False,True
2018,22875,25126,145,61.4,2.0,False,True,False,False
2017,18350,24817,125,50.4,2.0,True,False,False,True
